SubjectIndex,bodyWeight,Speed,highg IPA ,lowg IPA,FF,Active Peak
12,0.956363636364,0.12,0.00202036794192,0.0211730438133,0.0481477786124,0.358364617491
12,0.956363636364,0.253333333333,0.019678965553,0.0482155723743,0.0282584279245,0.402145352842
12,0.956363636364,0.386666666667,0.0292878393992,0.0721702945689,0.0334321542362,0.467795360887
12,0.956363636364,0.786666666667,0.183231594921,0.465992142167,0.214417818696,0.855334075471
12,0.956363636364,0.986666666667,0.249429917791,0.633588992923,0.310380006941,0.899229455364
12,0.956363636364,0.12,0.0115543751134,0.0284312534714,0.0125734380506,0.364610973226
12,0.956363636364,0.253333333333,0.0281545930753,0.0712045272884,0.0219476394878,0.406008860917
12,0.956363636364,0.386666666667,0.0310378128053,0.079906405884,0.0301585653198,0.456801903272
12,0.956363636364,0.586666666667,0.0844798789305,0.215096783258,0.163697975202,0.743698819557
12,0.956363636364,0.786666666667,0.209299214155,0.530215554984,0.43652782033,0.840277646437
12,0.956363636364,0.986666666667,0.24943304533,0.638741993343,0.522740629011,0.909606847358
12,0.956363636364,0.12,0.0110748558918,0.024599814732,0.0430383722216,0.352221863491
12,0.956363636364,0.253333333333,0.0160734390944,0.0315183160484,0.0218786910112,0.391247060397
12,0.956363636364,0.386666666667,0.0250792761493,0.0578585871549,0.0383494327949,0.464997346398
12,0.956363636364,0.786666666667,0.165795820651,0.420710883523,0.282176191181,0.828934674432
12,0.956363636364,0.986666666667,0.26146754679,0.674635715836,0.360172128912,0.87219454357
12,0.956363636364,0.12,0.0114630435286,0.0241001425525,0.0134658921334,0.362320901517
12,0.956363636364,0.253333333333,0.0218416365987,0.0496923025558,0.0233719836241,0.411879041004
12,0.956363636364,0.386666666667,0.0625010854821,0.159545656584,0.0385931564242,0.475316342346
12,0.956363636364,0.586666666667,0.104136490319,0.262395498515,0.194899046741,0.753463325823
12,0.956363636364,0.786666666667,0.167227053517,0.420920797972,0.289142779447,0.834872016052
12,0.956363636364,0.986666666667,0.203272763425,0.520476448343,0.345676389421,0.917835300733
1,0.409090909091,0.12,0.0207437174001,0.0505127852092,0.0112679679501,0.157532682739
1,0.409090909091,0.253333333333,0.0693116386204,0.168736785539,0.0482578862828,0.170437502318
1,0.409090909091,0.386666666667,0.145909604307,0.356696683483,0.110370699095,0.201886649129
